Datetime_UTC,Transmitter,Latitude,Longitude
8/6/2017 6:29,17784,42.28921,-71.0139306666667
8/6/2017 6:59,17784,42.2891,-71.01496075
8/6/2017 7:29,17784,42.28943,-71.0118705
8/6/2017 7:59,17784,42.2879629411765,-71.0082925882353
8/6/2017 8:29,17784,42.288546,-71.00543
8/6/2017 8:59,17784,42.2883744444444,-71.0054011111111
8/6/2017 9:29,17784,42.2894466666667,-71.0055816666667
8/6/2017 9:59,17784,42.29009,-71.00569
8/6/2017 10:29,17784,42.289595,-71.010325375
8/6/2017 10:59,17784,42.2893566666667,-71.0125572222222
8/6/2017 11:29,17784,42.28877,-71.018051
8/6/2017 11:59,17784,42.28877,-71.018051
8/6/2017 12:29,17784,42.28877,-71.018051
8/6/2017 12:59,17784,42.28877,-71.018051
8/6/2017 13:29,17784,42.28877,-71.018051
8/6/2017 13:59,17784,42.28877,-71.018051
8/6/2017 14:29,17784,42.28877,-71.018051
8/6/2017 14:59,17784,42.28877,-71.018051
8/6/2017 15:29,17784,42.28877,-71.018051
8/6/2017 15:59,17784,42.28877,-71.018051
8/6/2017 16:29,17784,42.28877,-71.018051
8/6/2017 16:59,17784,42.28877,-71.018051
8/6/2017 17:29,17784,42.28877,-71.018051
8/6/2017 17:59,17784,42.28877,-71.018051
8/6/2017 18:29,17784,42.28877,-71.018051
8/6/2017 18:59,17784,42.28877,-71.018051
8/6/2017 19:29,17784,42.28877,-71.018051
8/6/2017 19:59,17784,42.28877,-71.018051
8/6/2017 21:59,17784,42.28877,-71.018051
8/6/2017 22:29,17784,42.28877,-71.018051
8/6/2017 22:59,17784,42.28877,-71.018051
8/6/2017 23:29,17784,42.28877,-71.018051
8/6/2017 23:59,17784,42.28877,-71.018051
8/7/2017 0:29,17784,42.28877,-71.018051
8/7/2017 0:59,17784,42.28877,-71.018051
8/7/2017 1:29,17784,42.288535,-71.0156520625
8/7/2017 1:59,17784,42.2875825,-71.0107729375
8/7/2017 2:29,17784,42.2853611111111,-71.0090881111111
8/7/2017 2:59,17784,42.2844407692308,-71.0076425384615
8/7/2017 3:29,17784,42.2859135294118,-71.0101680588235
8/7/2017 3:59,17784,42.2890175,-71.0157333125
8/7/2017 4:29,17784,42.2881071428571,-71.0137449523809
8/7/2017 4:59,17784,42.2890805882353,-71.0151425294118
8/7/2017 5:29,17784,42.28921,-71.0139306666667
8/7/2017 5:59,17784,42.2892865217391,-71.0132140869565
8/7/2017 6:29,17784,42.2888990909091,-71.013497
8/7/2017 6:59,17784,42.28877,-71.018051
8/7/2017 7:29,17784,42.28888,-71.0170209166667
8/7/2017 7:59,17784,42.2891582352941,-71.0144154117647
8/7/2017 8:29,17784,42.287665,-71.010000375
8/7/2017 8:59,17784,42.29009,-71.00569
8/7/2017 9:29,17784,42.2888033333333,-71.0054733333333
8/7/2017 9:59,17784,42.29009,-71.00569
8/7/2017 10:29,17784,42.29009,-71.00569
8/7/2017 10:59,17784,42.2883271428571,-71.0116847857143
8/7/2017 11:29,17784,42.2885481818182,-71.0134379090909
8/7/2017 11:59,17784,42.288912,-71.0130416
8/7/2017 12:29,17784,42.288272,-71.0116755
8/7/2017 12:59,17784,42.2882175,-71.0140256875
8/7/2017 13:29,17784,42.2887041176471,-71.0143389411765
8/7/2017 13:59,17784,42.2891366666667,-71.0146173888889
8/7/2017 14:29,17784,42.28749,-71.0153188
8/7/2017 14:59,17784,42.2880926666667,-71.0145814
8/7/2017 15:29,17784,42.2883466666667,-71.0158825
8/7/2017 15:59,17784,42.2878133333333,-71.0147440833333
8/7/2017 16:29,17784,42.28877,-71.018051
8/7/2017 16:59,17784,42.28877,-71.018051
8/7/2017 17:29,17784,42.28877,-71.018051
8/7/2017 17:59,17784,42.28877,-71.018051
8/7/2017 18:29,17784,42.28877,-71.018051
8/7/2017 18:59,17784,42.28877,-71.018051
8/7/2017 19:29,17784,42.28877,-71.018051
8/7/2017 19:59,17784,42.28877,-71.018051
8/7/2017 20:29,17784,42.28877,-71.018051
8/7/2017 20:59,17784,42.28623,-71.00504
8/7/2017 23:29,17784,42.28237,-71.00439
8/7/2017 23:59,17784,42.2830718181818,-71.0045081818182
8/8/2017 0:29,17784,42.2814015,-70.99945
8/8/2017 0:59,17784,42.2785,-70.99009
8/8/2017 1:29,17784,42.2785,-70.99009
8/8/2017 1:59,17784,42.2785,-70.99009
8/8/2017 2:29,17784,42.2785,-70.99009
8/8/2017 2:59,17784,42.2785,-70.99009
8/8/2017 3:29,17784,42.2785,-70.99009
8/8/2017 3:59,17784,42.2785,-70.99009
8/8/2017 4:29,17784,42.2785,-70.99009
8/8/2017 4:59,17784,42.2785,-70.99009
8/8/2017 5:29,17784,42.2785,-70.99009
8/8/2017 5:59,17784,42.2785,-70.99009
8/8/2017 6:29,17784,42.2785,-70.99009
8/8/2017 6:59,17784,42.2785,-70.99009
8/8/2017 7:29,17784,42.2785,-70.99009
8/8/2017 7:59,17784,42.2785,-70.99009
8/8/2017 8:29,17784,42.2785,-70.99009
8/8/2017 8:59,17784,42.2785,-70.99009
8/8/2017 9:29,17784,42.2785,-70.99009
8/8/2017 9:59,17784,42.278758,-70.9910433333333
8/8/2017 10:29,17784,42.278741875,-70.99098375
8/8/2017 10:59,17784,42.2785,-70.99009
8/8/2017 11:29,17784,42.2785,-70.99009
8/8/2017 11:59,17784,42.2785,-70.99009
8/8/2017 12:29,17784,42.2802581818182,-70.9953490909091
